drawn_category,class,mean_prob
elephant,clock,0.010146532435871315
elephant,cup,0.010363153265737265
elephant,hat,0.010588562807707775
elephant,ice.cream,0.015025608022466488
elephant,key,0.012287805166549598
elephant,lamp,0.010189922078176943
elephant,mushroom,0.014204126056648794
elephant,phone,0.007106360301345845
elephant,scissors,0.017053403931233245
elephant,watch,0.016048316762091154
horse,bear,0.02304881946922636
horse,camel,0.05618026079378224
horse,cow,0.03955425345550143
horse,elephant,0.04478889758166189
horse,horse,0.0520279642747851
horse,octopus,0.03043767764939828
horse,person,0.024437549677793696
horse,sheep,0.03198201336653295
horse,tiger,0.037940105660916906
horse,whale,0.02697377043044699
horse,bee,0.023368430591449857
horse,bird,0.02089045536320917
horse,cat,0.021270855033982808
horse,dog,0.025837203275272207
horse,face,0.013628342275071634
horse,fish,0.018203884146246418
horse,frog,0.020333496452578797
horse,hand,0.021847184886647563
horse,rabbit,0.015034180391530086
horse,snail,0.011997946889226362
horse,spider,0.026071626923381087
horse,airplane,0.016080023566189112
horse,bed,0.021263291290773638
horse,bike,0.021581598092395415
horse,boat,0.012188776901727793
horse,cactus,0.02343000792329513
horse,car,0.016574934623266476
horse,chair,0.02093439671034384
horse,couch,0.013528572494097422
horse,house,0.010476619185931232
horse,piano,0.019178826818080228
horse,train,0.02052570864799427
horse,tree,0.028042064661948425
horse,TV,0.0155638222747851
horse,apple,0.009864372279169054
horse,book,0.013033085133581661
horse,bottle,0.011714454900716332
horse,bowl,0.010538009938968482
horse,clock,0.009495414716389684
horse,cup,0.009074230893696276
horse,hat,0.009195234068011461
horse,ice.cream,0.01300891850252149
horse,key,0.017437184478756446
horse,lamp,0.014682402225873926
horse,mushroom,0.016815573634240688
horse,phone,0.008268842418882521
horse,scissors,0.016891375878653296
horse,watch,0.014757345014641834
octopus,bear,0.03260401083378906
octopus,camel,0.029219747000625
octopus,cow,0.02448705106609375
octopus,elephant,0.03912729252222656
octopus,horse,0.027393404378710937
octopus,octopus,0.06675299346367188
octopus,person,0.02348577573171875
octopus,sheep,0.0320761828515625
octopus,tiger,0.031195719966992188
octopus,whale,0.020097333303242187
octopus,bee,0.024182820516640623
octopus,bird,0.019535087354296876
octopus,cat,0.024118249140273437
octopus,dog,0.020112129046875
octopus,face,0.02769979778886719
octopus,fish,0.015321237033398436
octopus,frog,0.03276962954023437
octopus,hand,0.029922482966796875
octopus,rabbit,0.0252960411671875
octopus,snail,0.019982929281796874
octopus,spider,0.08980608437734375
octopus,airplane,0.016396524785625
octopus,bed,0.00937124508953125
octopus,bike,0.01601165515925781
octopus,boat,0.010176010196796875
octopus,cactus,0.030969310641132813
octopus,car,0.018662881270351563
octopus,chair,0.010164369668789062
octopus,couch,0.007056589841679687
octopus,house,0.010187805238984375
octopus,piano,0.011052944879648438
octopus,train,0.0102705206175
octopus,tree,0.021706964737695313
octopus,TV,0.006092613202929687
octopus,apple,0.014030088707070313
octopus,book,0.006336253252148438
octopus,bottle,0.009778712139320312
octopus,bowl,0.010927246580898437
octopus,clock,0.01454814028296875
octopus,cup,0.007976158904414063
octopus,hat,0.009385545787851562
octopus,ice.cream,0.015732038622421875
octopus,key,0.0131855610825
octopus,lamp,0.009537590271367188
octopus,mushroom,0.012965037790820312
octopus,phone,0.008564564180429687
octopus,scissors,0.020880382070859373
octopus,watch,0.012847245074648437
person,bear,0.03147138184070632
person,camel,0.02021643220628253
person,cow,0.018662339188475836
person,elephant,0.02173117858141264
person,horse,0.0204435865266171
person,octopus,0.03406460123408922
person,person,0.05308904356356877
person,sheep,0.020901587952453532
person,tiger,0.021175999992379183
person,whale,0.015450377211301115
person,bee,0.017448445164089218
person,bird,0.02119149143591078
person,cat,0.0187991493001487
person,dog,0.017630722905018586
person,face,0.038815454000732344
person,fish,0.01571399778513011
person,frog,0.028781191668996283
person,hand,0.021144032652899627
person,rabbit,0.019731924506431228
person,snail,0.01603030803717472
person,spider,0.02555150992550186
person,airplane,0.01747546780219331
person,bed,0.01208458955148699
person,bike,0.0193822094063197
person,boat,0.014404092876988848
person,cactus,0.03456213101888476
person,car,0.00951928204211896
person,chair,0.02022524108936803
person,couch,0.008313792118215613
person,house,0.011637330213011152
person,piano,0.009740117297509293
person,train,0.011420295080260223
person,tree,0.0495448814235316
person,TV,0.010444911909442378
person,apple,0.012353894048847583
person,book,0.011296709349962825
person,bottle,0.01756420683836431
person,bowl,0.013511391637643123
person,clock,0.023548642467434943
person,cup,0.011900926607806691
person,hat,0.009394979863680297
person,ice.cream,0.02744000005881041
person,key,0.027432412508475838
person,lamp,0.03265761111078067
person,mushroom,0.03133705560342007
person,phone,0.014594492081858736
person,scissors,0.02492693934936803
person,watch,0.015241640097583643
sheep,bear,0.030397894047660166
sheep,camel,0.044211036739125346
sheep,cow,0.035754364105710305
sheep,elephant,0.03935201316264624
sheep,horse,0.0394869153713649
sheep,octopus,0.03480952868270195
sheep,person,0.023036334305654597
sheep,sheep,0.04278300223674095
sheep,tiger,0.0370098792797493
sheep,whale,0.021661749270027855
sheep,bee,0.028556652765891366
sheep,bird,0.021164539277381614
sheep,cat,0.02356882757426184
sheep,dog,0.025819004291225627
sheep,face,0.0227453636778273
sheep,fish,0.016968236468144847
sheep,frog,0.029094696832506962
sheep,hand,0.027009466973203344
sheep,rabbit,0.02002184427264624
sheep,snail,0.021043778057743733
sheep,spider,0.03190341672810585
sheep,airplane,0.015135723374426183
sheep,bed,0.011065639801030642
sheep,bike,0.018568813992367688
sheep,boat,0.009080651526462395
sheep,cactus,0.022704670767660168
sheep,car,0.0212825918416156
sheep,chair,0.00889418378448468
sheep,couch,0.010540399375905292
sheep,house,0.008364290831504178
sheep,piano,0.014081433039554317
sheep,train,0.01804395720097493
sheep,tree,0.024969648166295263
sheep,TV,0.01186174767183844
sheep,apple,0.014359816502479108
sheep,book,0.011336925979637882
sheep,bottle,0.009644742757715877
sheep,bowl,0.01292470174069638
sheep,clock,0.018868878928579386
sheep,cup,0.00853186498532869
sheep,hat,0.008281512013899721
sheep,ice.cream,0.014765971162356546
sheep,key,0.014088954458715877
sheep,lamp,0.01298045818637883
sheep,mushroom,0.016607973013760446
sheep,phone,0.00858126958042897
sheep,scissors,0.021022415224401115
sheep,watch,0.017012220226824512
tiger,bear,0.029228139600297298
tiger,camel,0.04198430523181081
tiger,cow,0.0376066813822973
tiger,elephant,0.03735936172594594
tiger,horse,0.04236176159008108
tiger,octopus,0.03073420062418919
tiger,person,0.021220147069621623
tiger,sheep,0.035980749175054054
tiger,tiger,0.0484806587972973
tiger,whale,0.024581562768340542
tiger,bee,0.035850863781027024
tiger,bird,0.018552356814783785
tiger,cat,0.03177386441764865
tiger,dog,0.02779495036054054
tiger,face,0.027271865695405406
tiger,fish,0.018276658037891892
tiger,frog,0.024624125724856758
tiger,hand,0.015900579560648647
tiger,rabbit,0.022598985578675675
tiger,snail,0.02146583034216216
tiger,spider,0.039732103572594595
tiger,airplane,0.016306192730783785
tiger,bed,0.013296944466243243
tiger,bike,0.026171599157486486
tiger,boat,0.009550742807121622
tiger,cactus,0.024954068874054054
tiger,car,0.021367037954083783
tiger,chair,0.009295350547486486
tiger,couch,0.010736497644891893
tiger,house,0.008650943608716216
tiger,piano,0.02540119986645946
tiger,train,0.0269856143875
tiger,tree,0.017317600270324324
tiger,TV,0.008542612197621622
tiger,apple,0.008305914874405405
tiger,book,0.010829439130864866
tiger,bottle,0.005605386528
tiger,bowl,0.007657787863837838
tiger,clock,0.01956955191581081
tiger,cup,0.006204150494945946
tiger,hat,0.006761043155764865
tiger,ice.cream,0.010513816444972972
tiger,key,0.011164763443532432
tiger,lamp,0.00765182113765946
tiger,mushroom,0.011239717426902702
tiger,phone,0.008635199603927028
tiger,scissors,0.01635054899856757
tiger,watch,0.017554707681513515
whale,bear,0.021303245702832766
whale,camel,0.018431948166948806
whale,cow,0.019236428868723548
whale,elephant,0.026793321759580206
whale,horse,0.020703542026894197
whale,octopus,0.020687404274829353
whale,person,0.0122571571506314
whale,sheep,0.017934544704812285
whale,tiger,0.019795432578143344
whale,whale,0.0564413919936314
whale,bee,0.020320373796279864
whale,bird,0.018680842759692833
whale,cat,0.019398460795341296
whale,dog,0.01696210480430034
whale,face,0.03413270598737202
whale,fish,0.056370394854027304
whale,frog,0.018748693053003414
whale,hand,0.024429677712832765
whale,rabbit,0.020074191358361776
whale,snail,0.02746064296880546
whale,spider,0.02394929684010239
whale,airplane,0.02915432316576792
whale,bed,0.014658941802696246
whale,bike,0.02084267184918089
whale,boat,0.03081169639238908
whale,cactus,0.015500791837453926
whale,car,0.024431167343959045
whale,chair,0.009659324510204778
whale,couch,0.015405009546313993
whale,house,0.011998879773037542
whale,piano,0.00910923511546075
whale,train,0.018291618786382254
whale,tree,0.013811275829832765
whale,TV,0.013718434785699658
whale,apple,0.03263682428890785
whale,book,0.012729287470580206
whale,bottle,0.010225928229146758
whale,bowl,0.03480268430860068
whale,clock,0.02165407863808874
whale,cup,0.016549681271638226
whale,hat,0.028234002899283277
whale,ice.cream,0.011323204429351535
whale,key,0.013952557011023891
whale,lamp,0.010307556497559727
whale,mushroom,0.011377480345119454
whale,phone,0.012762774161979523
whale,scissors,0.018378244834812287
whale,watch,0.023560524579249148
bee,bear,0.027376062854868852
bee,camel,0.020387416464557377
bee,cow,0.021687425295508198
bee,elephant,0.029080444153934425
bee,horse,0.021207646946721313
bee,octopus,0.026940172766065574
bee,person,0.015095544314918033
bee,sheep,0.02359787421567213
bee,tiger,0.038910663391442626
bee,whale,0.020455674953508196
bee,bee,0.05316444750904918
bee,bird,0.020983859904852457
bee,cat,0.028939754119934425
bee,dog,0.021128209635081968
bee,face,0.020270671856655736
bee,fish,0.02362040258232787
bee,frog,0.025958806224262294
bee,hand,0.017986160590163936
bee,rabbit,0.029407911062065573
bee,snail,0.02529959540262295
bee,spider,0.03478533998318033
bee,airplane,0.02734081823760656
bee,bed,0.008580546390393443
bee,bike,0.034839730221737704
bee,boat,0.012799473457967213
bee,cactus,0.02506732553947541
bee,car,0.017920010258295083
bee,chair,0.010076196320721311
bee,couch,0.009835233974655739
bee,house,0.009612097094131147
bee,piano,0.016772234758918033
bee,train,0.015599960278836065
bee,tree,0.013442671247783606
bee,TV,0.006517009812721311
bee,apple,0.025918983901213114
bee,book,0.010889822235114754
bee,bottle,0.0126505488338
bee,bowl,0.014867465195770492
bee,clock,0.022042990524163933
bee,cup,0.01241071722485246
bee,hat,0.01335679115052459
bee,ice.cream,0.01716544764357377
bee,key,0.027206830123560656
bee,lamp,0.010886128143763935
bee,mushroom,0.013124539655904918
bee,phone,0.009234471110101639
bee,scissors,0.026836902982491802
bee,watch,0.028720970281180327
bird,bear,0.029979450239252747
bird,camel,0.026624083929846155
bird,cow,0.026988840926043957
bird,elephant,0.027805983226923077
bird,horse,0.027160700738263738
bird,octopus,0.024696429634307692
bird,person,0.03415077212314286
bird,sheep,0.026512132433208793
bird,tiger,0.024192094627617584
bird,whale,0.026744135491923077
bird,bee,0.029691363368835166
bird,bird,0.030351216452439562
bird,cat,0.02310720495531868
bird,dog,0.023805286757736265
bird,face,0.018142840919252747
bird,fish,0.024350444002593407
bird,frog,0.026655758339292308
bird,hand,0.019844033940373627
bird,rabbit,0.02162921887334066
bird,snail,0.017205285680725275
bird,spider,0.028946941592747254
bird,airplane,0.02923143227832967
bird,bed,0.011578093237384615
bird,bike,0.02004808433002198
bird,boat,0.017332115337274724
bird,cactus,0.02636950086254945
bird,car,0.014888460866373627
bird,chair,0.013102377282175824
bird,couch,0.009917325120615385
bird,house,0.014203032691494505
bird,piano,0.009430719081384615
bird,train,0.012021891411736263
bird,tree,0.0243790047578022
bird,TV,0.009038646724307693
bird,apple,0.01983782371024176
bird,book,0.009209917754769231
bird,bottle,0.012623837333934067
bird,bowl,0.019523418755956045
bird,clock,0.016561058406967033
bird,cup,0.01457519465389011
bird,hat,0.01892500899254066
bird,ice.cream,0.020304343568153846
bird,key,0.02504151775164835
bird,lamp,0.018860882002923077
bird,mushroom,0.01819924201824176
bird,phone,0.010126345604483517
bird,scissors,0.02698899033432967
bird,watch,0.01909751967723077
cat,bear,0.031592567232394675
cat,camel,0.022533356580110867
cat,cow,0.02817529404150776
cat,elephant,0.027345755965609755
cat,horse,0.027466717950518846
cat,octopus,0.02671871604840355
cat,person,0.024372032007915743
cat,sheep,0.028746234784412416
cat,tiger,0.037894371213170734
cat,whale,0.023520782527383592
cat,bee,0.033168157484567626
cat,bird,0.02085439508374723
cat,cat,0.03739001060274945
cat,dog,0.024276336009445676
cat,face,0.026893178850532152
cat,fish,0.021353788491152992
cat,frog,0.02762893741104213
cat,hand,0.01705217891547672
cat,rabbit,0.04008334385560976
cat,snail,0.021955793118536585
cat,spider,0.040587659547560974
cat,airplane,0.02001493070964523
cat,bed,0.011531906976940133
cat,bike,0.024997645602971175
cat,boat,0.015024549445388027
cat,cactus,0.026344480104035478
cat,car,0.01510176521534368
cat,chair,0.011327334303281596
cat,couch,0.00878950754977827
cat,house,0.011298642114656319
cat,piano,0.012213779728248338
cat,train,0.018002004888514413
cat,tree,0.01654150406150776
cat,TV,0.008689063868957871
cat,apple,0.01828026474518847
cat,book,0.009190998726363636
cat,bottle,0.011560520394345897
cat,bowl,0.01115894055414634
cat,clock,0.02316406868445676
cat,cup,0.008852422408159645
cat,hat,0.010123338384634147
cat,ice.cream,0.015711715495321507
cat,key,0.018309416147605322
cat,lamp,0.011080024144944568
cat,mushroom,0.012443344587760531
cat,phone,0.014895618328337029
cat,scissors,0.025371562432350333
cat,watch,0.020371045200509977
dog,bear,0.031070545996954742
dog,camel,0.037620985105172415
dog,cow,0.03469037759926724
dog,elephant,0.03281017181092672
dog,horse,0.03887347820700431
dog,octopus,0.025138250936215516
dog,person,0.024933746382256466
dog,sheep,0.03040038668336207
dog,tiger,0.03608385697062931
dog,whale,0.02390470582112069
dog,bee,0.02711919518052802
dog,bird,0.022474205671232757
dog,cat,0.02516341485776724
dog,dog,0.029593845266961207
dog,face,0.026169470541271552
dog,fish,0.021164854109181036
dog,frog,0.027979135118193967
dog,hand,0.018079069154827588
dog,rabbit,0.02366037666846983
dog,snail,0.022068911932909482
dog,spider,0.025466926113211205
dog,airplane,0.018638098881443965
dog,bed,0.013344254696982758
dog,bike,0.022577714963836207
dog,boat,0.013522269293469828
dog,cactus,0.02145038797245043
dog,car,0.023073270577349137
dog,chair,0.01422874557049569
dog,couch,0.012098574727155172
dog,house,0.008992017912887932
dog,piano,0.013234709627564656
dog,train,0.018203631560193965
dog,tree,0.020950879570948277
dog,TV,0.009381461830172414
dog,apple,0.01614196664025862
dog,book,0.008015431877155173
dog,bottle,0.011101923107715517
dog,bowl,0.014900798720560346
dog,clock,0.014924447136034483
dog,cup,0.010380116218340518
dog,hat,0.01181105314163793
dog,ice.cream,0.014360042682890086
dog,key,0.021474428275086208
dog,lamp,0.011367967061379311
dog,mushroom,0.019998273352801726
dog,phone,0.008477390863405172
dog,scissors,0.021112688040379312
dog,watch,0.02177154941862069
face,bear,0.027003650765842106
face,camel,0.010742914585350526
face,cow,0.015786767619336842
face,elephant,0.018983527234626315
face,horse,0.01056700868233158
face,octopus,0.03301771473484211
face,person,0.030146429997526314
face,sheep,0.022390268136789473
face,tiger,0.022289289176242105
face,whale,0.026353822732736842
face,bee,0.02139298315573684
face,bird,0.014832785767
face,cat,0.02234992578242105
face,dog,0.015034684631578947
face,face,0.08450154861263158
face,fish,0.02877993540636842
face,frog,0.03162405904736842
face,hand,0.019152696587557895
face,rabbit,0.022005226340763157
face,snail,0.0556289169214579
face,spider,0.023091484878105265
face,airplane,0.00976315571768421
face,bed,0.005459861197831579
face,bike,0.012375444043726315
face,boat,0.013615001982105263
face,cactus,0.016058668656315788
face,car,0.01640677071063158
face,chair,0.007046060579578947
face,couch,0.006229893008263158
face,house,0.007986929432473684
face,piano,0.00817481716568421
face,train,0.007877991545891052
face,tree,0.017653955369589473
face,TV,0.00869566100168421
face,apple,0.021828794323926315
face,book,0.012327861528473684
face,bottle,0.011268341688205263
face,bowl,0.02358690352226316
face,clock,0.09329181593526316
face,cup,0.010701819534863159
face,hat,0.00843223291086842
face,ice.cream,0.010794611982968421
face,key,0.020719245028063157
face,lamp,0.008774468217505263
face,mushroom,0.025749935681578948
face,phone,0.024392435883157895
face,scissors,0.011391136430831578
face,watch,0.02372054688505263
fish,bear,0.0184712557916
fish,camel,0.016592591505323075
fish,cow,0.018229667751446153
fish,elephant,0.022451076548338462
fish,horse,0.018396923220784615
fish,octopus,0.018203314572655383
fish,person,0.015808611867169232
fish,sheep,0.01580276992793846
fish,tiger,0.021430937765107693
fish,whale,0.0580280872376
fish,bee,0.025777051488061538
fish,bird,0.019177984902443077
fish,cat,0.018889152582615386
fish,dog,0.01928289578550769
fish,face,0.03175244475764615
fish,fish,0.04922825567433846
fish,frog,0.02168467253204308
fish,hand,0.018104289701064615
fish,rabbit,0.015464019222061538
fish,snail,0.029715850474923075
fish,spider,0.02112218876843077
fish,airplane,0.02889934615276923
fish,bed,0.014078351290246155
fish,bike,0.0189583330692
fish,boat,0.026111954974153848
fish,cactus,0.0160316355504
fish,car,0.02397356220676923
fish,chair,0.011374244535138462
fish,couch,0.016248816208307693
fish,house,0.013089447608615384
fish,piano,0.013008891153969231
fish,train,0.015086337824676924
fish,tree,0.014503705462646154
fish,TV,0.012671677048830769
fish,apple,0.023702903334483078
fish,book,0.014149495338984616
fish,bottle,0.00919990514923077
fish,bowl,0.033708063439230766
fish,clock,0.024295301134307692
fish,cup,0.018093296731446152
fish,hat,0.026466261780092308
fish,ice.cream,0.014664269699046153
fish,key,0.021813448289526152
fish,lamp,0.010259232554
fish,mushroom,0.01615543854233846
fish,phone,0.013213694473
fish,scissors,0.022431393317396922
fish,watch,0.03419695270396923
frog,bear,0.0469307179892654
frog,camel,0.02488725848506161
frog,cow,0.024593290212819904
frog,elephant,0.028258323489194312
frog,horse,0.02239290657221327
frog,octopus,0.03965258353222749
frog,person,0.03126176586061612
frog,sheep,0.03412271845905213
frog,tiger,0.026108335526810425
frog,whale,0.025630386860876778
frog,bee,0.026566822900533176
frog,bird,0.02270400460256872
frog,cat,0.025846103712962084
frog,dog,0.024221755753511848
frog,face,0.04162021258090047
frog,fish,0.02162449310123223
frog,frog,0.044877805169478674
frog,hand,0.01774282450692891
frog,rabbit,0.028666124439052133
frog,snail,0.031393583198720376
frog,spider,0.03151565177191943
frog,airplane,0.014029729042393364
frog,bed,0.008379503643317536
frog,bike,0.022103088025165876
frog,boat,0.009885778675473933
frog,cactus,0.02165643743727251
frog,car,0.019823607445497632
frog,chair,0.008861253823682464
frog,couch,0.007923931144668247
frog,house,0.008521632666587677
frog,piano,0.007785186889526066
frog,train,0.013149069624052132
frog,tree,0.017386768804620853
frog,TV,0.00890606940886256
frog,apple,0.014358129903981042
frog,book,0.00830106932199052
frog,bottle,0.01038449192072038
frog,bowl,0.01306401124414692
frog,clock,0.022091726382582937
frog,cup,0.009303140559644549
frog,hat,0.010526924946078198
frog,ice.cream,0.014678974474763034
frog,key,0.024579544193016587
frog,lamp,0.01126299584886256
frog,mushroom,0.01911486272800948
frog,phone,0.012075504521137441
frog,scissors,0.023784645672253555
frog,watch,0.017444251236919433
hand,bear,0.019899582480738635
hand,camel,0.038592365873579546
hand,cow,0.015183945044375
hand,elephant,0.02395606288971591
hand,horse,0.021608180933863637
hand,octopus,0.027760405974602272
hand,person,0.019979777056875
hand,sheep,0.020691169935170454
hand,tiger,0.01869495203244318
hand,whale,0.025198427466136365
hand,bee,0.019681059837386362
hand,bird,0.019170476981590908
hand,cat,0.016445760777329545
hand,dog,0.016205832279943183
hand,face,0.010944301104545454
hand,fish,0.014685456321988637
hand,frog,0.01785344363193182
hand,hand,0.06181760104715909
hand,rabbit,0.02083723625943182
hand,snail,0.015432164826079545
hand,spider,0.030143141326420455
hand,airplane,0.021516460543977274
hand,bed,0.02161582418005682
hand,bike,0.015183081585909091
hand,boat,0.02404435235218182
hand,cactus,0.04597539780102273
hand,car,0.013478750116971592
hand,chair,0.01604053705340909
hand,couch,0.01823627576505682
hand,house,0.011476385328863636
hand,piano,0.01654226133215909
hand,train,0.012805663156954545
hand,tree,0.04033112079676136
hand,TV,0.013023233084715908
hand,apple,0.03596391962909091
hand,book,0.019762604147613636
hand,bottle,0.019045374151704545
hand,bowl,0.01712722935971591
hand,clock,0.011784964399602273
hand,cup,0.014921157029545454
hand,hat,0.015552697207102274
hand,ice.cream,0.015221076740909091
hand,key,0.023533799583125
hand,lamp,0.014774018497994318
hand,mushroom,0.013085845206761364
hand,phone,0.01197347683228409
hand,scissors,0.02873088058318182
hand,watch,0.013472267459545455
rabbit,bear,0.040034817828021804
rabbit,camel,0.021916970632299065
rabbit,cow,0.017595391406099687
rabbit,elephant,0.024047859136230528
rabbit,horse,0.017369591927906543
rabbit,octopus,0.02596396882919003
rabbit,person,0.02215687484013084
rabbit,sheep,0.022772249710031153
rabbit,tiger,0.021776222495597197
rabbit,whale,0.020731321036510902
rabbit,bee,0.03422508486307477
rabbit,bird,0.019689470381856696
rabbit,cat,0.028775430990196263
rabbit,dog,0.020516284839682243
rabbit,face,0.024390865808193146
rabbit,fish,0.01701639958194704
rabbit,frog,0.02874925875553894
rabbit,hand,0.03050610671542056
rabbit,rabbit,0.04801522160979439
rabbit,snail,0.02105838328623053
rabbit,spider,0.02410141800694704
rabbit,airplane,0.02196482735405919
rabbit,bed,0.012127349657943926
rabbit,bike,0.026897877342299065
rabbit,boat,0.019424914934704048
rabbit,cactus,0.02777349082443925
rabbit,car,0.02144713993199377
rabbit,chair,0.012801370371806854
rabbit,couch,0.011656344778629283
rabbit,house,0.014390370352274143
rabbit,piano,0.008890298419968847
rabbit,train,0.014539122515856697
rabbit,tree,0.022463739088535824
rabbit,TV,0.011296422968442367
rabbit,apple,0.02446452763448598
rabbit,book,0.00954578144152648
rabbit,bottle,0.017158239931028038
rabbit,bowl,0.012712379475451714
rabbit,clock,0.01912453652457944
rabbit,cup,0.011564719896884736
rabbit,hat,0.013830338278775701
rabbit,ice.cream,0.01842813192996885
rabbit,key,0.02215553844376947
